,name,description,url,start,end,organization_id,created,changed,published,capacity,capacity_is_custom,status,currency,listed,shareable,online_event,tx_time_limit,hide_start_date,hide_end_date,locale,is_locked,privacy_setting,is_series,is_series_parent,inventory_type,is_reserved_seating,show_pick_a_seat,show_seatmap_thumbnail,show_colors_in_seatmap_thumbnail,source,is_free,version,summary,facebook_event_id,logo_id,organizer_id,venue_id,category_id,subcategory_id,format_id,id,resource_uri,is_externally_ticketed,logo,vanity_url,series_id,status_code,error_description,error
112,CON “DON BARTOLOMÈ U’ STREGON”,"A Conversano il 26 luglio ore 20:30 in Piazza Battisti va in scena Don Bartolomè u’ Stregon, una commedia per non smettere di ridere",https://www.eventbrite.com/e/con-don-bartolome-u-stregon-tickets-1425666048529,2025-07-26T21:00:00,2025-07-26T23:30:00,2813065116801,2025-06-22T09:29:42Z,2025-06-22T09:39:33Z,2025-06-22T09:39:33Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"A Conversano il 26 luglio ore 20:30 in Piazza Battisti va in scena Don Bartolomè u’ Stregon, una commedia per non smettere di ridere",,1058048983,112909928371,275637173,113,13010,6,1425666048529,https://www.eventbriteapi.com/v3/events/1425666048529/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1058048983%2F2813065046311%2F1%2Foriginal.20250622-092317?auto=format%2Ccompress&q=75&sharp=10&s=f6521f719707c0bd0bb5f8871f01d943,,,,,
113,La voce e il flauto di Ennio Morricone,Un concerto per celebrare il genio compositore Ennio Morricone portando la sua musica cinematografica sul palco da concerto.,https://www.eventbrite.it/e/la-voce-e-il-flauto-di-ennio-morricone-tickets-1464093475999,2025-09-30T20:00:00,2025-09-30T22:30:00,2825117768891,2025-07-04T10:30:01Z,2025-07-04T10:31:41Z,2025-07-04T10:31:41Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,Un concerto per celebrare il genio compositore Ennio Morricone portando la sua musica cinematografica sul palco da concerto.,,1066617113,113364045091,277291033,105,5006,6,1464093475999,https://www.eventbriteapi.com/v3/events/1464093475999/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1066617113%2F2825117597701%2F1%2Foriginal.20250704-102707?auto=format%2Ccompress&q=75&sharp=10&s=b71ce9dd99a7183c5b28f17afec332a9,,,,,
114,Frigidance/Greg & the Frigidaires,"Get ready to dance the night away with Frigidance and Greg & the Frigidaires, it's going to be a cool party you won't want to miss!",https://www.eventbrite.it/e/frigidancegreg-the-frigidaires-tickets-1462303331629,2025-09-14T21:00:00,2025-09-14T23:30:00,2824642485031,2025-07-03T21:48:02Z,2025-07-03T21:49:04Z,2025-07-03T21:49:04Z,,,live,USD,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"Get ready to dance the night away with Frigidance and Greg & the Frigidaires, it's going to be a cool party you won't want to miss!",,1066350583,113351225981,277242633,,,,1462303331629,https://www.eventbriteapi.com/v3/events/1462303331629/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1066350583%2F2824642072161%2F1%2Foriginal.20250703-214426?auto=format%2Ccompress&q=75&sharp=10&s=d3a9de81c14853ab8da945985cfebbca,,,,,
115,In Italy with the rubble/Marcel Bontempi,Get ready to rock out in Italy with Marcel Bontempi - it's going to be a wild ride!,https://www.eventbrite.it/e/biglietti-in-italy-with-the-rubblemarcel-bontempi-1462277634769,2025-09-13T21:00:00,2025-09-13T23:30:00,2824642485031,2025-07-03T21:40:39Z,2025-07-03T21:41:43Z,2025-07-03T21:41:43Z,,,live,USD,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,Get ready to rock out in Italy with Marcel Bontempi - it's going to be a wild ride!,,1066348483,113351225981,277241893,103,3017,6,1462277634769,https://www.eventbriteapi.com/v3/events/1462277634769/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1066348483%2F2824642072161%2F1%2Foriginal.20250703-214013?auto=format%2Ccompress&q=75&sharp=10&s=0d2ebd3b74f0b734b0442f10af16a611,,,,,
116,Le voci che ci abitano. Laboratorio di canto polifonico,La coralità e la polifonia sono mezzi di condivisione che sottolinea quanto il canto abbia un potere curativo dell'anima,https://www.eventbrite.it/e/le-voci-che-ci-abitano-laboratorio-di-canto-polifonico-tickets-1472398687109,2025-07-17T18:30:00,2025-07-17T19:30:00,294871643230,2025-07-08T08:22:28Z,2025-07-08T13:28:35Z,2025-07-08T13:28:35Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,True,False,limited,False,False,False,False,coyote,True,,La coralità e la polifonia sono mezzi di condivisione che sottolinea quanto il canto abbia un potere curativo dell'anima,,1068905863,27701133011,277679083,105,5001,9,1472398687109,https://www.eventbriteapi.com/v3/events/1472398687109/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1068905863%2F294871643230%2F1%2Foriginal.20250708-132450?auto=format%2Ccompress&q=75&sharp=10&s=89e79ee66135d80e610fdbe16d7a358b,,1472396640989,,,
117,Danza che ti passa II edizione,"Le Due Bari - ""Danza che ti passa II edizione"" - Breathing Art Company",https://www.eventbrite.com/e/danza-che-ti-passa-ii-edizione-tickets-1446772277829,2025-08-30T21:00:00,2025-08-30T22:30:00,2820890846111,2025-06-30T11:12:05Z,2025-07-07T08:38:30Z,2025-07-07T08:38:30Z,,,live,USD,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"Le Due Bari - ""Danza che ti passa II edizione"" - Breathing Art Company",,1063231443,113201414591,276651183,105,5004,6,1446772277829,https://www.eventbriteapi.com/v3/events/1446772277829/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1063231443%2F2820890664851%2F1%2Foriginal.20250630-111100?auto=format%2Ccompress&q=75&sharp=10&s=69a2a81d5efcbe3874c8c4c7c45ae97b,,,,,
118,Vinyasa Yoga Class with Sea View,"Join us for a relaxing Vinyasa Yoga class with a stunning sea view to unwind and rejuvenate your mind, body, and soul.",https://www.eventbrite.nl/e/biglietti-vinyasa-yoga-class-with-sea-view-1490355616769,2025-07-18T19:30:00,2025-07-18T21:00:00,198662872293,2025-07-15T07:43:47Z,2025-07-15T07:46:54Z,2025-07-15T07:46:54Z,,,live,EUR,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,auto_create,False,,"Join us for a relaxing Vinyasa Yoga class with a stunning sea view to unwind and rejuvenate your mind, body, and soul.",,1073709413,12662279820,278572693,107,7005,9,1490355616769,https://www.eventbriteapi.com/v3/events/1490355616769/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1073709413%2F198662872293%2F1%2Foriginal.20250715-074538?auto=format%2Ccompress&q=75&sharp=10&s=6dbbc8ea91518335479675dd9dbb5f08,,,,,
119,Suoni in Movimento: Omaggi e Fantasie tra Cinema e Classica,Omaggi e Fantasie tra Cinema e tradizione Classica.,https://www.eventbrite.it/e/suoni-in-movimento-omaggi-e-fantasie-tra-cinema-e-classica-tickets-1464022995189,2025-09-25T20:30:00,2025-09-25T22:30:00,2825117768891,2025-07-04T10:15:11Z,2025-07-04T10:16:46Z,2025-07-04T10:16:46Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,Omaggi e Fantasie tra Cinema e tradizione Classica.,,1066610483,113364045091,277289913,105,5002,6,1464022995189,https://www.eventbriteapi.com/v3/events/1464022995189/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1066610483%2F2825117597701%2F1%2Foriginal.20250704-101151?auto=format%2Ccompress&q=75&sharp=10&s=e58b9f7499e13b90182629309837c6ef,,,,,
120,Il Canto dei Poeti,"Vi aspettiamo numerosi per guastarci un po' di musica ispirata ad alcune opere letterarie di Dante, Boccaccio e Petrarca. NON MANCATE!",https://www.eventbrite.it/e/il-canto-dei-poeti-tickets-1463736006799,2025-09-20T20:30:00,2025-09-20T22:30:00,2825117768891,2025-07-04T09:35:59Z,2025-07-04T09:39:36Z,2025-07-04T09:39:36Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"Vi aspettiamo numerosi per guastarci un po' di musica ispirata ad alcune opere letterarie di Dante, Boccaccio e Petrarca. NON MANCATE!",,1066594213,113364045091,277286513,105,5006,6,1463736006799,https://www.eventbriteapi.com/v3/events/1463736006799/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1066594213%2F2825117597701%2F1%2Foriginal.20250704-092955?auto=format%2Ccompress&q=75&sharp=10&s=d48762c6760c38d146d0eabd9a87f39b,,,,,
121,Voce Sublime,"Un'evento unico e irripetibile con un programma ricco di arie d'opera, canzoni classiche napoletane, musica da camera e autori celebri.",https://www.eventbrite.it/e/voce-sublime-tickets-1464088611449,2025-09-28T20:30:00,2025-09-28T22:30:00,2825117768891,2025-07-04T10:23:10Z,2025-07-08T12:31:15Z,2025-07-04T10:25:29Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"Un'evento unico e irripetibile con un programma ricco di arie d'opera, canzoni classiche napoletane, musica da camera e autori celebri.",,1066613103,113364045091,277289503,105,5005,6,1464088611449,https://www.eventbriteapi.com/v3/events/1464088611449/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1066613103%2F2825117597701%2F1%2Foriginal.20250704-101817?auto=format%2Ccompress&q=75&sharp=10&s=3ad9de4b787dac8040726ada1511f430,,,,,
122,Piano Recital,"Un “Piano Recital” di Raffaele D’Angelo, incentrato su opere di Franz Schubert. Vi aspettiamo!",https://www.eventbrite.it/e/piano-recital-tickets-1463920227809,2025-09-21T20:30:00,2025-09-21T22:30:00,2825117768891,2025-07-04T10:08:28Z,2025-07-04T10:10:08Z,2025-07-04T10:10:08Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"Un “Piano Recital” di Raffaele D’Angelo, incentrato su opere di Franz Schubert. Vi aspettiamo!",,1066607743,113364045091,277289503,105,5002,6,1463920227809,https://www.eventbriteapi.com/v3/events/1463920227809/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1066607743%2F2825117597701%2F1%2Foriginal.20250704-100625?auto=format%2Ccompress&q=75&sharp=10&s=7b98101409b3e2392bf46c8ee622f5b3,,,,,
123,Suoni di Strada: Laboratorio di Musica e Riciclo,Il laboratorio offre ai bambini un'esperienza creativa di costruzione di strumenti musicali artigianali utilizzando materiali di riciclo.,https://www.eventbrite.it/e/suoni-di-strada-laboratorio-di-musica-e-riciclo-tickets-1464175330829,2025-08-25T16:00:00,2025-08-25T20:00:00,2825117768891,2025-07-04T10:48:10Z,2025-07-04T11:31:25Z,2025-07-04T10:41:27Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,True,False,limited,False,False,False,False,coyote,True,,Il laboratorio offre ai bambini un'esperienza creativa di costruzione di strumenti musicali artigianali utilizzando materiali di riciclo.,,1066619453,113364045091,277287433,103,3019,9,1464175330829,https://www.eventbriteapi.com/v3/events/1464175330829/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1066619453%2F2825117597701%2F1%2Foriginal.20250704-103345?auto=format%2Ccompress&q=75&sharp=10&s=3aff89bfdd75d0ff0b05c6c81383f92e,,1464156404219,,,
124,Divagazioni,"Divagazioni è un viaggio attraverso le varie forme d'arte, un'occasione per esplorare e lasciarsi ispirare insieme!",https://www.eventbrite.it/e/biglietti-divagazioni-1462901480709,2025-08-28T20:30:00,2025-08-28T22:30:00,2825117768891,2025-07-04T08:56:03Z,2025-07-04T10:51:48Z,2025-07-04T09:12:47Z,,,live,EUR,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,auto_create,True,,"Divagazioni è un viaggio attraverso le varie forme d'arte, un'occasione per esplorare e lasciarsi ispirare insieme!",,1066626923,113364045091,277283433,105,5004,2,1462901480709,https://www.eventbriteapi.com/v3/events/1462901480709/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1066626923%2F2825117597701%2F1%2Foriginal.20250704-105136?auto=format%2Ccompress&q=75&sharp=10&s=4c3ff07a8eeab7297383eb6db4b51dbe,,,,,
125,"LABORATORIO  “Suoni senza confini"" - Mast Groove Connection","“Suoni senza confini” organizzato da APS La Paroleria inserito nel progetto “Mast Groove Connection- Seconda edizione” - ""Le due Bari 2025""",https://www.eventbrite.com/e/biglietti-laboratorio-suoni-senza-confini-mast-groove-connection-1462805824599,2025-09-04T10:00:00,2025-09-04T13:00:00,2824425587301,2025-07-04T08:35:56Z,2025-07-07T11:23:30Z,2025-07-04T08:42:33Z,,,live,USD,True,True,False,1200.0,False,False,it_IT,False,unlocked,True,False,limited,False,False,False,False,coyote,True,,"“Suoni senza confini” organizzato da APS La Paroleria inserito nel progetto “Mast Groove Connection- Seconda edizione” - ""Le due Bari 2025""",,1067906623,113344428731,277281453,103,3026,9,1462805824599,https://www.eventbriteapi.com/v3/events/1462805824599/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1067906623%2F2824425466461%2F1%2Foriginal.20250707-112325?auto=format%2Ccompress&q=75&sharp=10&s=69c4a4a828e6927b3870ef9b1810bfb6,,1462792805659,,,
126,AI Bootcamp - Bari,Potenzia le tue skills sull'intelligenza artificiale!,https://www.eventbrite.it/e/registrazione-ai-bootcamp-bari-1476256656399,2025-10-03T09:30:00,2025-10-04T17:00:00,3613299274,2025-07-09T09:10:49Z,2025-07-15T13:50:36Z,2025-07-09T09:37:58Z,,,live,EUR,True,True,False,600.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,copy_and_migrate,True,,Potenzia le tue skills sull'intelligenza artificiale!,,1069701403,6376818437,277851973,101,1010,9,1476256656399,https://www.eventbriteapi.com/v3/events/1476256656399/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1069701403%2F2297847741333%2F1%2Foriginal.20250709-092225?auto=format%2Ccompress&q=75&sharp=10&s=0a695179ab6ba7b75dcc799812518f3c,,,,,
127,I Terconauti. Storia di autismo normale,Spettacolo dal vivo de I Terconauti,https://www.eventbrite.com/e/i-terconauti-storia-di-autismo-normale-tickets-1480514301129,2025-07-28T20:30:00,2025-07-28T22:00:00,2830746959311,2025-07-10T11:06:34Z,2025-07-10T13:56:50Z,2025-07-10T11:27:49Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,reserved,True,True,True,True,coyote,True,,Spettacolo dal vivo de I Terconauti,,1070631513,113577216921,278026863,113,13999,6,1480514301129,https://www.eventbriteapi.com/v3/events/1480514301129/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1070631513%2F2830746848541%2F1%2Foriginal.20250710-110047?auto=format%2Ccompress&q=75&sharp=10&s=7b52fd9048c52dff8cdf5ea99bff2cdb,,,,,
128,Cena in Corso,"Preparati a concederti un viaggio culinario con Cena in Corso, dove cibo, divertimento e amici si uniscono per una serata memorabile!",https://www.eventbrite.it/e/cena-in-corso-tickets-1458585942819,2025-08-09T20:00:00,2025-08-09T23:30:00,2814214708001,2025-07-02T18:22:19Z,2025-07-02T18:35:28Z,2025-07-02T18:35:28Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,reserved,True,True,True,True,coyote,False,,"Preparati a concederti un viaggio culinario con Cena in Corso, dove cibo, divertimento e amici si uniscono per una serata memorabile!",,1065353023,112947982901,277056543,110,10003,8,1458585942819,https://www.eventbriteapi.com/v3/events/1458585942819/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1065353023%2F440278459538%2F1%2Foriginal.20250702-181842?auto=format%2Ccompress&q=75&sharp=10&s=f36dade9f034fc9cf1be99e8d715b595,,,,,
129,BIANCANEVE | Anonima G.R. | INGRESSO PRIORITARIO,Assicurati il tuo ingresso prioritario,https://www.eventbrite.it/e/biglietti-biancaneve-anonima-gr-ingresso-prioritario-1489646375409,2025-07-24T19:00:00,2025-07-25T21:00:00,573591277343,2025-07-14T21:21:43Z,2025-07-14T21:24:50Z,2025-07-14T21:24:50Z,,,live,EUR,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,auto_create,True,,Assicurati il tuo ingresso prioritario,,1071763003,84748252973,278521973,105,5010,6,1489646375409,https://www.eventbriteapi.com/v3/events/1489646375409/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1071763003%2F573591277343%2F1%2Foriginal.png?auto=format%2Ccompress&q=75&sharp=10&s=ebe50121c095a350f65b474c97f41fdb,,,,,
130,TEST DRIVE Leica Q3 - Foto Diego Bari,"Una fotocamera unica, come te. Ed è facile da usare, come prenotare un test drive. Provala  presso Foto Diego a Bari.",https://www.eventbrite.it/e/biglietti-test-drive-leica-q3-foto-diego-bari-1368298099449,2025-07-17T10:00:00,2025-07-17T12:00:00,243075168290,2025-05-16T08:42:01Z,2025-05-16T08:42:01Z,2024-06-06T13:21:53Z,,,live,EUR,True,True,False,480.0,False,False,it_IT,False,unlocked,True,False,limited,False,False,False,False,coyote,True,,"Una fotocamera unica, come te. Ed è facile da usare, come prenotare un test drive. Provala  presso Foto Diego a Bari.",,526124939,16658722454,217580309,104,4999,100,1368298099449,https://www.eventbriteapi.com/v3/events/1368298099449/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F526124939%2F243075168290%2F1%2Foriginal.20230531-144134?auto=format%2Ccompress&q=75&sharp=10&s=c2769342ec72d4b95b9f8900dbaea958,,920834429567,,,
131,Bla Bla language Exchange,"BlaBla Language Exchange is a friendly, community-driven platform designed to help language enthusiasts connect, practic",https://www.eventbrite.it/e/bla-bla-language-exchange-tickets-1488812701869,2025-07-16T20:00:00,2025-07-16T23:00:00,1977908101923,2025-07-14T14:11:09Z,2025-07-14T14:12:42Z,2025-07-14T14:12:42Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,True,False,limited,False,False,False,False,coyote,True,,"BlaBla Language Exchange is a friendly, community-driven platform designed to help language enthusiasts connect, practic",,1072990923,77841944873,278446693,113,13009,10,1488812701869,https://www.eventbriteapi.com/v3/events/1488812701869/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1072990923%2F246460445505%2F1%2Foriginal.20250714-140014?auto=format%2Ccompress&q=75&sharp=10&s=1e11170843e62a0d52806645636878bf,,1488807075039,,,
132,TEST DRIVE Leica SL3 - Foto Diego Bari,"Che aspetti? La straordinaria SL3, novità di casa Leica ti aspetta per essere provata presso Foto Diego a Bari",https://www.eventbrite.it/e/biglietti-test-drive-leica-sl3-foto-diego-bari-1368296454529,2025-07-17T10:00:00,2025-07-17T12:00:00,243075168290,2025-05-16T08:40:12Z,2025-05-16T08:40:12Z,2024-06-06T13:15:50Z,,,live,EUR,True,True,False,480.0,False,False,it_IT,False,unlocked,True,False,limited,False,False,False,False,coyote,True,,"Che aspetti? La straordinaria SL3, novità di casa Leica ti aspetta per essere provata presso Foto Diego a Bari",,724922199,16658722454,217579269,104,4999,100,1368296454529,https://www.eventbriteapi.com/v3/events/1368296454529/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F724922199%2F243075168290%2F1%2Foriginal.20240321-105254?auto=format%2Ccompress&q=75&sharp=10&s=521c06c793d601d9cec7f57e02ef0c01,,920831791677,,,
133,TEST DRIVE Leica M11-P / Foto Diego Bari,"Che aspetti?  La straordinaria M11-P, fiore all’occhiello di casa Leica ti aspetta per essere provata presso Foto Diego a Bari",https://www.eventbrite.it/e/biglietti-test-drive-leica-m11-p-foto-diego-bari-1368294368289,2025-07-17T10:00:00,2025-07-17T12:00:00,243075168290,2025-05-16T08:38:25Z,2025-05-16T08:38:25Z,2024-06-06T13:08:41Z,,,live,EUR,True,True,False,480.0,False,False,it_IT,False,unlocked,True,False,limited,False,False,False,False,coyote,True,,"Che aspetti?  La straordinaria M11-P, fiore all’occhiello di casa Leica ti aspetta per essere provata presso Foto Diego a Bari",,676481919,16658722454,217576759,104,4001,3,1368294368289,https://www.eventbriteapi.com/v3/events/1368294368289/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F676481919%2F243075168290%2F1%2Foriginal.20240117-132555?auto=format%2Ccompress&q=75&sharp=10&s=5003360e68dd8f59724943dbfa19c6a8,,920823978307,,,
134,Univalens | Mendelssohn: Trio n. 1 op. 49 In Re minore,Lunedì 21 Luglio alle ore 19:00 al Teatro Kursaal Santalucia a Bari,https://www.eventbrite.it/e/univalens-mendelssohn-trio-n-1-op-49-in-re-minore-tickets-1492138489389,2025-07-21T19:00:00,2025-07-21T19:30:00,2773246373151,2025-07-15T14:01:56Z,2025-07-15T14:19:03Z,2025-07-15T14:19:03Z,,,live,USD,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,Lunedì 21 Luglio alle ore 19:00 al Teatro Kursaal Santalucia a Bari,,1073898263,111569097801,278612573,103,3003,6,1492138489389,https://www.eventbriteapi.com/v3/events/1492138489389/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1073898263%2F2772982277331%2F1%2Foriginal.20250715-135545?auto=format%2Ccompress&q=75&sharp=10&s=d8681970720a2123227e7b074b635d78,,,,,
135,Corso base di djing con Dj Tuppi,Corso gratuito di Djing base con il DJ Tuppi a cura dell'Associazione Culturale Spine nell'ambito della rassegna A-Riva Festival 2025,https://www.eventbrite.it/e/biglietti-corso-base-di-djing-con-dj-tuppi-1446116175409,2025-07-29T10:00:00,2025-07-29T12:00:00,630374245093,2025-06-30T08:37:58Z,2025-07-14T09:54:09Z,2025-06-30T08:45:37Z,,,live,EUR,True,True,False,1200.0,False,False,it_IT,False,unlocked,True,False,limited,False,False,False,False,coyote,True,,Corso gratuito di Djing base con il DJ Tuppi a cura dell'Associazione Culturale Spine nell'ambito della rassegna A-Riva Festival 2025,,1063160903,36020529973,93760559,105,5999,9,1446116175409,https://www.eventbriteapi.com/v3/events/1446116175409/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1063160903%2F623592110163%2F1%2Foriginal.20250630-082908?auto=format%2Ccompress&q=75&sharp=10&s=3aff6c1ab3c811fd703385af24db4e2c,,1446111180469,,,
136,Serata Quantica | Workshop di teatro per bambini 3-7 anni,Un workshop  su ombre e luce per bambini piccoli che si ispira ai principi della fisica quantistica,https://www.eventbrite.it/e/biglietti-serata-quantica-workshop-di-teatro-per-bambini-3-7-anni-1432771962509,2025-07-24T19:30:00,2025-07-24T21:00:00,2814383038121,2025-06-25T06:55:41Z,2025-07-15T08:31:14Z,2025-06-25T06:58:55Z,,,live,EUR,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,auto_create,True,,Un workshop  su ombre e luce per bambini piccoli che si ispira ai principi della fisica quantistica,,1060106863,112955918061,276056983,115,15001,9,1432771962509,https://www.eventbriteapi.com/v3/events/1432771962509/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1060106863%2F2814382967631%2F1%2Foriginal.20250625-070030?auto=format%2Ccompress&q=75&sharp=10&s=d31d176b8531f9ca6b0cfd7e69a4e410,,,,,
137,Serata Quantica | Workshop di scultura e pittura per bambini 5-10 anni,Un workshop  dove la tradizione  si colora e  la creatività prende vita: diventa anche tu custode del Carnevale.,https://www.eventbrite.it/e/biglietti-serata-quantica-workshop-di-scultura-e-pittura-per-bambini-5-10-anni-1433021669389,2025-07-31T18:30:00,2025-07-31T20:00:00,2814383038121,2025-06-25T09:04:05Z,2025-07-15T08:32:49Z,2025-06-25T09:58:41Z,,,live,EUR,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,auto_create,True,,Un workshop  dove la tradizione  si colora e  la creatività prende vita: diventa anche tu custode del Carnevale.,,1060148953,112955918061,276067783,115,15001,9,1433021669389,https://www.eventbriteapi.com/v3/events/1433021669389/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1060148953%2F2814382967631%2F1%2Foriginal.20250625-090832?auto=format%2Ccompress&q=75&sharp=10&s=8b10085d8e49ab217550737ec5b6eb9b,,,,,
138,Serata Quantica | Workshop di cartapesta per bambini 5-10 anni,Un workshop creativo dove i bambini scoprono l'arte della cartapesta e realizzano le proprie opere da portare a casa.,https://www.eventbrite.it/e/biglietti-serata-quantica-workshop-di-cartapesta-per-bambini-5-10-anni-1432531894459,2025-07-17T18:30:00,2025-07-17T20:00:00,2814383038121,2025-06-25T05:27:41Z,2025-07-15T08:30:21Z,2025-06-25T06:41:44Z,,,live,EUR,True,True,False,1200.0,False,False,it_IT,False,unlocked,False,False,limited,False,False,False,False,auto_create,True,,Un workshop creativo dove i bambini scoprono l'arte della cartapesta e realizzano le proprie opere da portare a casa.,,1060104913,112955918061,276052443,115,15001,9,1432531894459,https://www.eventbriteapi.com/v3/events/1432531894459/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1060104913%2F2814382967631%2F1%2Foriginal.20250625-065152?auto=format%2Ccompress&q=75&sharp=10&s=348c66fece6bec8486ed7541aee32132,,,,,
139,PICNIC NELLA NATURA CON WORKSHOP,"Picnic nella natura com workshop. Inclusi piattino in ceramica,box con bottiglia di vino e food",https://www.eventbrite.it/e/picnic-nella-natura-con-workshop-tickets-1488871858809,2025-07-17T19:00:00,2025-07-17T23:00:00,2339503907533,2025-07-14T15:07:12Z,2025-07-14T15:08:24Z,2025-07-14T15:08:24Z,,,live,EUR,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,"Picnic nella natura com workshop. Inclusi piattino in ceramica,box con bottiglia di vino e food",,1073046183,94384638773,263865093,109,9999,18,1488871858809,https://www.eventbriteapi.com/v3/events/1488871858809/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1073046183%2F301893497531%2F1%2Foriginal.20250714-150542?auto=format%2Ccompress&q=75&sharp=10&s=52776753bb3621855ab6cadba0cf1ced,,,,,
140,Laboratorio di barche di Santa Maria,Laboratorio di costruzione delle tradizionali barche di Santa Maria,https://www.eventbrite.com/e/laboratorio-di-barche-di-santa-maria-tickets-1485924733879,2025-07-18T18:00:00,2025-07-18T20:30:00,2274455312593,2025-07-12T09:50:04Z,2025-07-12T10:00:27Z,2025-07-12T09:55:32Z,,,live,USD,True,True,False,1200.0,False,False,en_US,False,unlocked,False,False,limited,False,False,False,False,coyote,True,,Laboratorio di costruzione delle tradizionali barche di Santa Maria,,1072061863,90166345983,276435643,113,13010,9,1485924733879,https://www.eventbriteapi.com/v3/events/1485924733879/,False,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1072061863%2F2269871418383%2F1%2Foriginal.20250712-095959?auto=format%2Ccompress&q=75&sharp=10&s=ec22ca833c4b600709ff1d272282e882,,,,,
